,Source,PX,PY,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14
785,20191128_191349_HDR_2.jpg,121,43,30.0,10.0,24.037036999999998,10.353558,30.0,-0.563689,-1.433907,39.0,11.0,25.185185,11.293078,85.0,-1.0946200000000001,-4.323367
2318,Control_A_3-4.jpg,208,42,10.0,7.0,5.6666669999999995,5.597619,10.0,-0.299219,-1.1445670000000001,19.0,7.0,6.888889,6.454016,56.0,-0.983598,-4.558925
190,20191128_191203_HDR_2.jpg,63,38,5.0,18.0,0.851852,5.535767,5.0,-0.060683,-0.477471,13.0,17.0,2.8271599999999997,7.251717999999999,70.0,-1.0854030000000001,-4.8874319999999996
3213,20191128_191647_HDR_2.jpg,109,27,10.0,3.0,6.45679,3.6785980000000005,10.0,-0.198496,-1.3958979999999999,13.0,4.0,6.592592999999999,4.005483,83.0,-1.147475,-5.878544000000001
604,Control_3_Bregma_-2.jpg,47,80,10.0,0.0,7.679011999999999,2.286985,10.0,0.008838,-0.840657,17.0,0.0,9.024691,3.562408,62.0,-0.9907360000000001,-5.407824
3942,20191128_192218_HDR_2.jpg,54,44,7.0,20.0,-1.012346,7.194808999999999,7.0,-0.288588,-1.415512,8.0,21.0,-0.82716,7.7344669999999995,63.0,-1.0561639999999999,-5.390269
5677,Control_A_-2.28.jpg,145,40,6.0,7.0,3.345679,3.4108050000000003,6.0,0.027566000000000004,-0.443255,13.0,7.0,4.197531,4.503551,51.0,-0.935233,-4.566491
4533,20191128_191118_HDR_2.jpg,49,48,4.0,4.0,2.012346,2.3385860000000003,4.0,0.21544000000000002,0.044121,8.0,4.0,2.802469,2.920425,61.0,-1.018206,-5.202548
6004,20191128_191349_HDR_2.jpg,95,46,40.0,4.0,29.790122999999998,11.824557,40.0,-0.610017,-1.81028,48.0,3.0,31.061728000000002,12.721466,90.0,-1.088899,-4.247027
3430,20191128_192452_HDR_2.jpg,153,48,8.0,2.0,5.123457,3.497381,8.0,-0.161341,-0.9412510000000001,15.0,2.0,6.222222,4.422166000000001,77.0,-1.118793,-5.404998
556,20191128_191420_HDR_2.jpg,133,33,51.0,11.0,44.950617,13.540885999999999,51.0,-0.646329,-1.487472,64.0,12.0,48.604938,15.604429999999999,123.0,-1.202442,-4.538012999999999
2037,20191128_191349_HDR_2.jpg,82,53,41.0,12.0,31.17284,13.850873000000002,41.0,-0.571404,-1.599804,52.0,12.0,33.901235,15.757894,89.0,-1.050762,-4.109336
3147,20191128_190652_HDR_2.jpg,81,34,4.0,9.0,-0.148148,3.604219,4.0,-0.044643,-0.9466889999999999,6.0,9.0,0.48148100000000005,3.8009459999999997,97.0,-1.232104,-6.129446
1923,20191128_191420_HDR_2.jpg,210,69,16.0,9.0,11.654321000000001,7.137383,16.0,-0.390169,-1.0967069999999999,26.0,10.0,14.432099,9.183907000000001,109.0,-1.255577,-5.342023999999999
3386,20191128_191558_HDR_2.jpg,167,44,11.0,3.0,8.148147999999999,4.187315,11.0,-0.063141,-0.37990100000000004,22.0,3.0,9.024691,5.637124,100.0,-1.217172,-5.562724
2044,20191128_191118_HDR_2.jpg,101,40,5.0,6.0,2.074074,3.757389,5.0,-0.08697,-0.639972,14.0,6.0,3.6049379999999998,5.505730000000001,69.0,-1.078519,-5.29643
4040,20191128_192452_HDR_2.jpg,138,43,6.0,3.0,4.3333330000000005,2.63406,6.0,0.022912000000000002,-0.307033,13.0,4.0,6.037037000000001,4.481635,72.0,-1.089933,-5.191341
3018,20191128_191203_HDR_2.jpg,122,36,4.0,18.0,-0.024691,6.2162180000000005,4.0,-0.20671399999999998,-0.6713680000000001,13.0,17.0,2.8148150000000003,7.9086,75.0,-1.1272739999999999,-5.18771
1648,20191128_191203_HDR_2.jpg,41,58,8.0,11.0,3.728395,4.677269,8.0,-0.193578,-1.163362,15.0,12.0,4.567901,6.024514,66.0,-1.058633,-5.042831
1378,20191128_191647_HDR_2.jpg,201,67,5.0,7.0,2.209877,3.2383349999999997,5.0,-0.057273000000000004,-0.691673,15.0,7.0,3.7901230000000004,5.601401999999999,94.0,-1.2087290000000002,-5.999835
6148,Control_A_-2.76.jpg,129,31,11.0,19.0,6.444444,6.344046,11.0,-0.412778,-1.510457,25.0,19.0,8.345678999999999,8.438829,86.0,-1.1623629999999998,-5.696186
2123,20191128_191647_HDR_2.jpg,83,39,7.0,5.0,3.259259,3.6608629999999995,7.0,-0.040126999999999996,-0.839151,11.0,5.0,3.8271599999999997,4.008602,74.0,-1.096143,-5.798584
1463,20191128_192514_HDR_2.jpg,97,30,4.0,11.0,2.234568,3.319496,4.0,0.096124,0.0025989999999999997,10.0,11.0,4.123457,4.5687690000000005,60.0,-1.014122,-5.061896
4336,20191128_192452_HDR_2.jpg,64,46,6.0,3.0,2.08642,2.794163,6.0,-0.046992,-0.9499360000000001,9.0,3.0,2.37037,3.198937,62.0,-1.03115,-5.223178
5069,20191128_190652_HDR_2.jpg,78,35,6.0,10.0,1.2716049999999999,4.0277199999999995,6.0,-0.149779,-1.93035,7.0,10.0,1.790123,4.224315,99.0,-1.23837,-6.778583
6072,20191128_191558_HDR_2.jpg,124,34,10.0,3.0,5.864198,4.165565,10.0,-0.23342100000000002,-1.17784,14.0,3.0,6.0740739999999995,4.586017,89.0,-1.182608,-5.482558999999999
953,20191128_191420_HDR_2.jpg,200,58,43.0,0.0,37.382715999999995,10.162346000000001,43.0,-0.619169,-1.431467,53.0,0.0,39.925926000000004,11.985358999999999,133.0,-1.264394,-5.00506
534,20191128_192402_HDR_2.jpg,62,43,6.0,31.0,2.888889,5.404616000000001,6.0,0.10956099999999999,-0.581939,11.0,31.0,3.7901230000000004,5.931119,66.0,-1.044558,-5.588404
3466,20191128_191320_HDR_2.jpg,177,62,6.0,9.0,2.851852,3.7387230000000002,6.0,0.126631,-0.175753,13.0,8.0,3.580247,4.597004,109.0,-1.267033,-5.994934
790,20191128_191558_HDR_2.jpg,207,72,7.0,4.0,2.7160490000000004,3.7523150000000003,7.0,-0.16133599999999998,-1.191845,13.0,4.0,3.753086,5.14609,103.0,-1.249392,-6.151574
3270,Control_A_-2.76.jpg,192,47,36.0,0.0,27.580246999999996,9.278761,36.0,-0.513618,-1.562386,45.0,0.0,28.037036999999998,10.405892,117.0,-1.2274100000000001,-5.08081
6513,20191128_191349_HDR_2.jpg,35,83,17.0,28.0,9.185185,8.941664,17.0,-0.378206,-1.311769,24.0,28.0,8.432099000000001,9.052574,49.0,-0.889215,-3.8589059999999997
3848,20191128_191420_HDR_2.jpg,216,74,14.0,17.0,9.716049,7.513337,14.0,-0.235438,-0.6947,26.0,17.0,13.172839999999999,9.322467,109.0,-1.247651,-5.379424
2635,Control_A_-4.08.jpg,186,30,48.0,46.0,39.555556,18.664020999999998,48.0,-0.7017399999999999,-1.61976,92.0,45.0,49.555556,24.307698000000002,116.0,-1.155775,-4.065151999999999
843,20191128_191134_HDR_2.jpg,79,27,8.0,5.0,5.0864199999999995,3.4612410000000002,8.0,-0.056989,-0.6989479999999999,13.0,5.0,5.320988,4.011794999999999,80.0,-1.129925,-5.603514
4609,20191128_192452_HDR_2.jpg,60,48,8.0,4.0,4.012346,3.226028,8.0,-0.16610999999999998,-1.163445,15.0,4.0,4.135802,3.90553,63.0,-1.0388680000000001,-5.093482
5665,Control_3_Bregma_-2.jpg,57,74,9.0,6.0,4.975308999999999,3.603754,9.0,-0.245677,-1.56805,16.0,6.0,5.728395,4.63218,59.0,-1.0042389999999999,-5.170859
3051,20191128_191118_HDR_2.jpg,129,55,12.0,4.0,8.074074000000001,4.652831,12.0,-0.130688,-0.706847,17.0,4.0,8.555556,5.328702,78.0,-1.102703,-5.1386650000000005
5885,20191128_191647_HDR_2.jpg,113,28,4.0,9.0,0.48148100000000005,3.9129769999999997,4.0,-0.09571,-0.7308640000000001,9.0,9.0,1.185185,4.578832,78.0,-1.144978,-5.292546
3892,20191128_192452_HDR_2.jpg,38,68,7.0,2.0,3.061728,2.569266,7.0,-0.086043,-1.434605,10.0,2.0,3.666667,2.964814,57.0,-0.990079,-5.462771
1943,20191128_191500_HDR_2.jpg,213,86,9.0,7.0,5.0,3.981438,9.0,-0.220478,-1.323104,13.0,7.0,5.222222,4.039924,118.0,-1.306016,-6.713666
4500,20191128_192452_HDR_2.jpg,174,58,2.0,10.0,0.0,3.051007,2.0,-0.007857,-0.271885,8.0,10.0,1.617284,4.448798,73.0,-1.112507,-5.707948
1157,20191128_192514_HDR_2.jpg,112,30,6.0,6.0,4.3456790000000005,3.027285,6.0,0.100303,0.01676,13.0,6.0,6.222222,4.4193739999999995,63.0,-1.0205629999999999,-4.881547
79,20191128_191647_HDR_2.jpg,102,29,7.0,4.0,4.061728,2.772643,7.0,-0.066068,-1.077815,12.0,3.0,3.987654,3.501301,78.0,-1.128586,-5.746079
1303,20191128_190910_HDR_2.jpg,100,30,10.0,8.0,5.320988,4.985973,10.0,-0.223872,-1.114158,15.0,9.0,4.962962999999999,5.744443,99.0,-1.232315,-5.62359
1307,Control_3_Bregma_-2.jpg,79,52,4.0,11.0,-0.851852,4.216696,4.0,-0.089375,-1.110264,10.0,11.0,-0.604938,4.847499,56.0,-1.00908,-5.038965
3919,Control_A_-4.08.jpg,255,52,36.0,19.0,30.382716,11.981022,36.0,-0.632786,-1.4854969999999998,55.0,20.0,38.197531,16.571148,116.0,-1.216399,-4.598576
3167,20191128_191500_HDR_2.jpg,127,37,13.0,9.0,7.222222,5.374838,13.0,-0.27921399999999996,-1.22781,15.0,10.0,7.037037,5.389621,104.0,-1.243508,-5.6143529999999995
5125,20191128_191320_HDR_2.jpg,189,74,8.0,5.0,5.185185,2.923346,8.0,0.066045,-0.5453520000000001,12.0,6.0,5.283951,3.429122,112.0,-1.273568,-6.403455999999999
2984,20191128_191118_HDR_2.jpg,43,52,4.0,6.0,1.567901,2.793017,4.0,0.056791999999999995,-0.395219,11.0,6.0,3.08642,4.630008,60.0,-1.0086680000000001,-5.441123
1681,20191128_191647_HDR_2.jpg,99,31,8.0,3.0,5.234568,2.825246,8.0,0.02544,-0.517193,15.0,3.0,5.691358,4.407183,78.0,-1.114608,-5.51248
3370,20191128_191349_HDR_2.jpg,105,43,39.0,11.0,29.555556,12.062594,39.0,-0.639883,-1.871446,48.0,11.0,30.493827000000003,12.769682000000001,90.0,-1.096754,-4.3017389999999995
4300,20191128_191118_HDR_2.jpg,78,34,6.0,5.0,3.777778,3.079201,6.0,0.058304999999999996,-0.307704,14.0,4.0,5.024691000000001,4.204569,68.0,-1.061114,-5.190108
1319,Control_A_-2.76.jpg,146,26,2.0,26.0,-3.407407,6.048728,2.0,-0.18825699999999998,-1.647343,10.0,26.0,-2.419753,6.5430470000000005,83.0,-1.186157,-7.143910000000001
2827,Control_3_Bregma_-2.jpg,102,37,7.0,6.0,1.703704,4.1169459999999996,7.0,-0.192305,-1.5345959999999998,11.0,6.0,1.851852,4.508185,62.0,-1.040355,-5.419042
310,Control_2_Bregma_-3.12_PS_(1x).jpg,173,38,16.0,4.0,10.901235,5.496587,16.0,-0.368319,-1.4930219999999998,24.0,4.0,11.641975,6.502248000000001,84.0,-1.1347209999999999,-5.476781
1886,20191128_191320_HDR_2.jpg,190,74,7.0,6.0,4.419753,2.955907,7.0,-0.00031,-0.599492,11.0,7.0,4.160494,3.4154940000000003,111.0,-1.277773,-6.270275
1145,20191128_192402_HDR_2.jpg,132,40,6.0,2.0,4.395062,2.33428,6.0,0.025667000000000002,-0.351842,12.0,1.0,5.728395,3.3185309999999997,75.0,-1.101232,-5.49974
4466,Control_A_3-4.jpg,136,28,5.0,8.0,1.740741,4.19517,5.0,-0.145622,-0.92566,9.0,8.0,2.506173,4.9093599999999995,48.0,-0.929035,-5.1983440000000005
276,Control_A_-2.28.jpg,100,42,6.0,24.0,2.530864,5.2612879999999995,6.0,-0.004894,-0.6739930000000001,12.0,24.0,3.580247,5.974977,49.0,-0.913781,-4.713976000000001
5595,20191128_191134_HDR_2.jpg,44,44,4.0,3.0,2.604938,1.96688,4.0,0.160153,-0.328,12.0,3.0,4.45679,3.6005809999999996,71.0,-1.083898,-5.5961050000000006
2989,20191128_191420_HDR_2.jpg,106,36,24.0,40.0,16.82716,14.387744,24.0,-0.528561,-1.305768,38.0,40.0,19.888889000000002,16.481189999999998,88.0,-1.13101,-4.56533
5436,20191128_191500_HDR_2.jpg,217,93,8.0,6.0,5.283951,3.3563449999999997,8.0,-0.032492,-0.605007,12.0,6.0,5.555556,3.648101,117.0,-1.295591,-6.397667
1760,Control_2_Bregma_-3.12_PS_(1x).jpg,151,33,9.0,10.0,3.098765,6.0971660000000005,9.0,-0.342341,-1.330803,17.0,10.0,4.222222,6.798692999999999,75.0,-1.121645,-5.148254
1075,Control_A_3-4.jpg,166,34,13.0,3.0,9.283951,4.614081,13.0,-0.228667,-1.24135,22.0,4.0,9.716049,5.718141999999999,56.0,-0.9497190000000001,-4.874073
691,20191128_191203_HDR_2.jpg,55,44,10.0,13.0,4.703704,5.90552,10.0,-0.24077800000000002,-0.939407,16.0,14.0,5.469136,7.106051,73.0,-1.097551,-4.890042
4521,20191128_192218_HDR_2.jpg,89,31,18.0,5.0,12.592592999999999,6.364985,18.0,-0.367958,-1.217826,26.0,4.0,14.148148,7.6901589999999995,79.0,-1.098148,-4.627618
2553,Control_A_-2.76.jpg,209,60,14.0,16.0,6.320988,9.029208,14.0,-0.437126,-1.36107,24.0,17.0,7.777778,10.785221,96.0,-1.2091399999999999,-5.43206
1228,Control_A_-4.08.jpg,221,38,18.0,34.0,11.864198,12.071549000000001,18.0,-0.45797299999999996,-1.1078540000000001,42.0,34.0,19.790123,16.838167000000002,92.0,-1.1756790000000001,-4.3894660000000005
4927,20191128_191134_HDR_2.jpg,66,34,3.0,12.0,-0.8888889999999999,3.928371,3.0,-0.030382999999999997,-1.6534419999999999,8.0,12.0,0.037037,4.715209,73.0,-1.1127799999999999,-7.996516000000001
3193,20191128_192452_HDR_2.jpg,79,36,5.0,3.0,3.333333,2.1081849999999998,5.0,0.133198,-0.26669499999999996,12.0,3.0,4.506173,3.460976,64.0,-1.038753,-5.365278
1217,20191128_191134_HDR_2.jpg,103,33,9.0,5.0,5.802469,3.821382,9.0,-0.16272899999999998,-0.7722479999999999,16.0,6.0,6.839506,5.243354,84.0,-1.147553,-5.460711
5699,20191128_192922_HDR_2.jpg,93,33,9.0,6.0,6.061728,4.11365,9.0,-0.08604099999999999,-0.601866,12.0,7.0,6.148148,4.73524,71.0,-1.071101,-5.4257290000000005
1557,20191128_191028_HDR_2.jpg,101,36,5.0,4.0,2.592593,2.243112,5.0,-0.006958,-1.003083,10.0,4.0,2.876543,3.2862699999999996,64.0,-1.043844,-5.630118
6403,20191128_191647_HDR_2.jpg,101,29,6.0,5.0,3.098765,2.778244,6.0,-0.011599,-0.863349,11.0,4.0,3.123457,3.364237,77.0,-1.123912,-5.7059940000000005
2848,Control_A_-4.08.jpg,162,30,56.0,0.0,50.901235,11.489775,56.0,-0.636971,-1.59933,92.0,0.0,58.91358,16.407764999999998,118.0,-1.108663,-4.225169999999999
677,20191128_191356_HDR_2.jpg,95,37,14.0,2.0,8.740741,4.905975,14.0,-0.292554,-1.3468959999999999,19.0,1.0,10.123457,5.44191,87.0,-1.156957,-5.284056
492,20191128_192452_HDR_2.jpg,155,49,10.0,0.0,7.259258999999999,3.40942,10.0,-0.187336,-0.8775799999999999,17.0,0.0,8.382716,4.5584489999999995,79.0,-1.121551,-5.337075
5376,20191128_191420_HDR_2.jpg,123,33,31.0,11.0,25.271604999999997,10.431449,31.0,-0.428422,-1.075357,43.0,12.0,28.666666999999997,12.736649,100.0,-1.155541,-4.444373000000001
1072,20191128_192922_HDR_2.jpg,118,31,8.0,10.0,4.0740739999999995,4.501791000000001,8.0,-0.171255,-0.9479639999999999,13.0,12.0,4.407407,5.8028889999999995,74.0,-1.107328,-5.008566
5651,Control_A_3-4.jpg,85,52,14.0,0.0,8.777778,4.248457,14.0,-0.289138,-1.533323,18.0,0.0,9.481481,4.70385,55.0,-0.946937,-4.680291
619,20191128_191500_HDR_2.jpg,220,99,9.0,2.0,6.54321,2.9146259999999997,9.0,0.076428,-0.332494,13.0,1.0,7.246914,3.3092870000000003,118.0,-1.289817,-6.5219059999999995
4614,20191128_191134_HDR_2.jpg,105,33,13.0,1.0,9.506173,3.897208,13.0,-0.215529,-0.9442020000000001,20.0,2.0,9.962963,5.044112999999999,88.0,-1.1607379999999998,-5.394128
2863,20191128_191118_HDR_2.jpg,109,42,6.0,6.0,3.209877,3.473768,6.0,-0.045248000000000003,-0.470351,12.0,6.0,4.222222,4.474896,71.0,-1.089204,-5.088781
1937,Control_2_Bregma_-3.12_PS_(1x).jpg,162,37,15.0,9.0,8.654321000000001,6.831591,15.0,-0.2267,-1.124654,22.0,10.0,9.049383,8.169350999999999,81.0,-1.105921,-5.310381
689,Control_A_-4.08.jpg,272,62,23.0,40.0,17.962963000000002,11.960268,23.0,-0.61746,-1.443863,49.0,40.0,26.975309000000003,16.739084,107.0,-1.204494,-4.689234
3489,Control_3_Bregma_-2.jpg,90,43,9.0,6.0,4.6666669999999995,4.320494,9.0,-0.21797800000000003,-1.446847,14.0,6.0,5.234568,4.792668,63.0,-1.027443,-5.921015000000001
4154,20191128_190910_HDR_2.jpg,131,34,11.0,5.0,7.024691000000001,4.219225,11.0,-0.21014000000000002,-1.132915,14.0,4.0,7.246914,4.51754,107.0,-1.256217,-6.001074
2234,20191128_192315_HDR_2.jpg,120,44,14.0,7.0,10.604938,4.668463,14.0,-0.305002,-1.0967200000000001,20.0,7.0,11.123457,5.36192,109.0,-1.256125,-5.809305999999999
1099,Control_3_Bregma_-2.jpg,126,34,6.0,7.0,2.1851849999999997,4.178461,6.0,-0.149799,-1.02224,11.0,6.0,3.5432099999999997,4.873839,63.0,-1.030459,-6.159057
5525,Control_A_3-4.jpg,100,41,13.0,6.0,7.728395,5.370271,13.0,-0.24625,-0.960694,18.0,5.0,8.395062,5.964254,54.0,-0.9397030000000001,-4.178744
3027,20191128_191500_HDR_2.jpg,98,38,13.0,4.0,7.925926,3.911925,13.0,-0.181082,-1.2002709999999999,17.0,5.0,8.975309,4.280231,98.0,-1.204661,-5.69548
678,20191128_190652_HDR_2.jpg,118,29,1.0,11.0,-0.123457,2.535587,1.0,-0.035364,-0.39205300000000004,8.0,11.0,1.7160490000000002,3.88487,96.0,-1.226634,-7.205235000000001
4356,20191128_191203_HDR_2.jpg,93,29,13.0,4.0,9.308641999999999,5.371718,13.0,-0.29322600000000004,-0.9113610000000001,20.0,4.0,11.012346,6.989399000000001,82.0,-1.133024,-4.859954
585,20191128_191028_HDR_2.jpg,78,32,8.0,2.0,4.802469,2.207841,8.0,-0.06439099999999999,-1.520565,9.0,3.0,4.185185,2.499931,66.0,-1.0478610000000002,-5.546311
6495,Control_A_-2.76.jpg,92,51,23.0,48.0,12.814815,19.021827,23.0,-0.762808,-1.931943,53.0,48.0,17.135801999999998,22.322415,91.0,-1.188222,-4.612336
2461,20191128_191420_HDR_2.jpg,71,69,19.0,26.0,8.827160000000001,11.016027000000001,19.0,-0.44969,-1.850716,28.0,27.0,9.45679,12.032927,71.0,-1.0693540000000001,-4.542707
2305,20191128_191558_HDR_2.jpg,119,34,10.0,5.0,5.876543,4.470432,10.0,-0.267323,-1.2981639999999999,15.0,5.0,6.469136,5.11132,88.0,-1.179238,-5.584804
889,Control_3_Bregma_-2.jpg,98,40,13.0,0.0,7.765432000000001,4.190735,13.0,-0.29538200000000003,-1.58622,19.0,0.0,8.580247,4.7606,68.0,-1.051793,-5.098841999999999
2527,20191128_190652_HDR_2.jpg,90,29,4.0,9.0,0.8765430000000001,3.8534339999999996,4.0,-0.09185800000000001,-1.747997,10.0,9.0,1.839506,4.795719999999999,97.0,-1.226585,-6.472732
649,20191128_190910_HDR_2.jpg,71,39,17.0,0.0,11.691358000000001,4.023517,17.0,-0.32598,-1.969252,19.0,0.0,11.592592999999999,4.435485,98.0,-1.2014790000000002,-6.18883
6464,20191128_192922_HDR_2.jpg,91,32,7.0,8.0,3.950617,4.063998000000001,7.0,-0.06938899999999999,-0.510679,10.0,9.0,4.148148,4.557211,69.0,-1.072674,-5.063135
587,20191128_191500_HDR_2.jpg,106,35,9.0,9.0,3.8271599999999997,4.429949,9.0,-0.24069200000000002,-1.6601380000000001,12.0,10.0,3.1851849999999997,4.508185,95.0,-1.219265,-6.044103
6431,20191128_192402_HDR_2.jpg,61,48,7.0,5.0,3.580247,3.599946,7.0,0.110399,-2.299982,30.0,5.0,6.580247,8.305679,66.0,-1.010874,-6.046266999999999
377,20191128_190652_HDR_2.jpg,90,30,7.0,6.0,3.654321,3.7652089999999996,7.0,-0.23062,-1.726893,13.0,6.0,4.530864,4.656301999999999,100.0,-1.240256,-7.536134
2498,20191128_191203_HDR_2.jpg,140,46,14.0,7.0,9.382716,6.021705,14.0,-0.273393,-0.88434,24.0,7.0,10.753086,7.644139,85.0,-1.146684,-4.851262
6384,20191128_191028_HDR_2.jpg,84,32,4.0,3.0,1.592593,1.8907040000000002,4.0,0.141816,-0.49655200000000005,8.0,3.0,2.1851849999999997,2.681031,64.0,-1.043756,-5.604172
5778,20191128_191320_HDR_2.jpg,140,41,1.0,6.0,-0.62963,2.1455919999999997,1.0,0.219227,-0.029855,7.0,6.0,0.407407,3.200223,98.0,-1.234125,-6.476425
3413,20191128_190910_HDR_2.jpg,97,29,16.0,2.0,11.0,4.695677,16.0,-0.334289,-1.4198959999999998,22.0,2.0,11.37037,5.311168,106.0,-1.24492,-5.706052
125,Control_3_Bregma_-2.jpg,180,55,16.0,7.0,9.827160000000001,5.623562000000001,16.0,-0.321139,-1.331591,19.0,7.0,9.62963,6.179305,72.0,-1.067682,-4.844645
2908,20191128_191647_HDR_2.jpg,161,36,6.0,11.0,3.08642,4.508422,6.0,-0.140464,-0.601615,14.0,11.0,3.8024690000000003,5.3666089999999995,90.0,-1.194404,-5.845711
2156,20191128_192514_HDR_2.jpg,135,34,7.0,7.0,5.0864199999999995,3.6589059999999995,7.0,-0.22541399999999998,-0.737241,12.0,7.0,6.728395,4.83049,65.0,-1.0488950000000001,-5.1188720000000005
1749,20191128_191647_HDR_2.jpg,78,50,9.0,3.0,5.0740739999999995,3.6235779999999997,9.0,-0.13118,-0.933725,13.0,4.0,5.530864,4.477892,73.0,-1.085229,-5.545721
4976,Control_3_Bregma_-2.jpg,195,60,6.0,11.0,0.567901,5.55764,6.0,-0.222698,-1.166544,12.0,11.0,1.074074,6.205887000000001,63.0,-1.0499209999999999,-5.5269379999999995
5710,Control_A_-2.28.jpg,147,41,3.0,10.0,0.148148,3.514032,3.0,0.051529,-0.46156400000000003,10.0,10.0,1.345679,4.95451,48.0,-0.936841,-4.608391
4984,20191128_192452_HDR_2.jpg,156,49,8.0,2.0,5.283951,3.3965650000000003,8.0,-0.142812,-0.7488319999999999,15.0,2.0,6.148148,4.357797,77.0,-1.116638,-5.475896
3283,20191128_191500_HDR_2.jpg,189,63,7.0,12.0,3.098765,4.686742,7.0,-0.042057,-0.612193,16.0,13.0,3.358025,5.444011,112.0,-1.282114,-6.03334
1349,Control_3_Bregma_-2.jpg,122,35,8.0,5.0,4.148148,4.136889,8.0,-0.124885,-0.98534,13.0,5.0,4.6543209999999995,4.8892940000000005,64.0,-1.038829,-5.191861
5799,20191128_192922_HDR_2.jpg,125,33,4.0,14.0,-0.024691,4.650701000000001,4.0,-0.127302,-0.93896,11.0,14.0,0.740741,6.139887,72.0,-1.109783,-5.753099
2157,Control_A_-2.28.jpg,118,39,17.0,3.0,12.54321,5.515521,17.0,-0.324472,-1.424976,31.0,3.0,13.987654000000001,7.482480000000001,61.0,-0.94516,-4.512807
5114,20191128_192218_HDR_2.jpg,61,37,24.0,3.0,13.876543,8.707004,24.0,-0.565842,-1.918993,25.0,3.0,13.617284,8.712936000000001,81.0,-1.120638,-4.676661
3800,20191128_191500_HDR_2.jpg,208,81,14.0,2.0,8.617284,4.859934,14.0,-0.265918,-1.283728,16.0,2.0,8.481481,4.989151000000001,122.0,-1.308927,-6.076549
5139,20191128_190910_HDR_2.jpg,114,31,9.0,12.0,4.814815,4.701224,9.0,-0.121296,-0.719525,13.0,12.0,4.82716,4.985882,101.0,-1.235307,-5.5014959999999995
2932,20191128_191647_HDR_2.jpg,100,31,4.0,7.0,1.234568,2.872911,4.0,0.084997,-0.340625,12.0,6.0,2.62963,4.617317,75.0,-1.111782,-5.571927
73,Control_A_-4.08.jpg,150,32,52.0,26.0,44.679012,17.86909,52.0,-0.571408,-1.244169,82.0,26.0,54.185185,22.90728,112.0,-1.082716,-3.861682
2124,Control_A_-4.08.jpg,227,40,39.0,17.0,31.580246999999996,14.182988,39.0,-0.539622,-1.303045,64.0,17.0,39.049383,18.822039,114.0,-1.197808,-4.27515
6410,20191128_191203_HDR_2.jpg,107,31,16.0,4.0,12.024691,5.779861,16.0,-0.293502,-0.8748809999999999,23.0,4.0,14.172839999999999,7.5323009999999995,86.0,-1.138757,-4.757933
395,20191128_192218_HDR_2.jpg,88,31,18.0,5.0,12.345678999999999,6.410178,18.0,-0.357086,-1.176348,26.0,4.0,13.864198000000002,7.595894,79.0,-1.096835,-4.625127
3948,Control_3_Bregma_-2.jpg,99,41,10.0,3.0,4.901235,4.072203,10.0,-0.262399,-1.407952,15.0,4.0,4.765432,4.725219,64.0,-1.040894,-5.225308999999999
4704,20191128_190652_HDR_2.jpg,40,64,6.0,4.0,2.024691,2.523838,6.0,-0.03032,-1.333736,10.0,5.0,2.493827,3.545553,92.0,-1.1991120000000002,-6.149278
3484,20191128_191647_HDR_2.jpg,156,36,6.0,9.0,3.0370369999999998,4.381342,6.0,-0.12393900000000001,-0.559738,15.0,9.0,4.45679,5.971226000000001,89.0,-1.187011,-5.577895
139,20191128_191118_HDR_2.jpg,52,46,8.0,0.0,6.135802,2.175924,8.0,-0.00412,-0.847676,11.0,0.0,6.358025,2.573889,65.0,-1.028709,-5.747591000000001
1752,20191128_192514_HDR_2.jpg,166,43,9.0,7.0,6.444444,4.283186,9.0,-0.145235,-0.511158,16.0,7.0,8.407407000000001,5.751603,70.0,-1.065872,-4.929082
3994,Control_A_3-4.jpg,95,46,8.0,11.0,2.555556,5.225766999999999,8.0,-0.20441600000000001,-0.933326,12.0,11.0,2.7160490000000004,5.696511,48.0,-0.9153690000000001,-4.519988
4312,Control_3_Bregma_-2.jpg,64,64,6.0,6.0,1.45679,3.258604,6.0,0.010695999999999999,-0.957419,13.0,6.0,2.1728400000000003,4.014757,57.0,-0.989836,-5.040093
6191,Control_A_-4.08.jpg,100,74,40.0,19.0,30.753086,14.662904000000001,40.0,-0.599671,-1.7638790000000002,79.0,19.0,34.185185,18.309487,91.0,-1.0548600000000001,-4.764797
3838,Control_A_-4.08.jpg,121,45,28.0,65.0,18.432098999999997,18.369956,28.0,-0.687181,-1.846107,61.0,66.0,25.024691,23.250103,82.0,-1.106984,-4.3036959999999995
1634,Control_A_-4.08.jpg,273,63,19.0,44.0,13.814815,11.956827,19.0,-0.779196,-1.768229,45.0,44.0,22.333333,16.766368,103.0,-1.241618,-4.733893
543,20191128_191647_HDR_2.jpg,162,38,16.0,1.0,13.08642,4.508422,16.0,-0.25213800000000003,-0.792745,25.0,1.0,14.246914000000002,5.865848000000001,100.0,-1.202221,-5.52378
1878,Control_A_-4.08.jpg,244,46,28.0,57.0,21.209877,15.136185000000001,28.0,-0.47181000000000006,-1.08715,61.0,57.0,27.604938,19.029332999999998,106.0,-1.199271,-4.489789
